,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice,IsLuxury,Fireplace_Yes,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Garage_Yes
2599,553.43,1.370236727,3,200.64,18.88,6.12,73.15,60.21,99.9,0.96,3.88,3.97,5.04,1,14,45912.08614,0,0,0,0,1,0,0
2052,793.9,2.417047533,3,254.51,83.35,6.9,72.56,24.11,88.65,1.19,7.94,4.51,4.57,1,24,189652.6337,0,0,0,0,1,0,0
915,678.06,2.548304236,2,383.89,38.64,4.38,27.09,3.41,87.95,0.93,4.83,7.17,7.37,1,13,143387.0105,0,0,0,0,0,1,1
5967,1056.76,2.795920545,4,231.74,53.28,6.68,50.78,12.66,97.87,0.81,5.34,4.71,3.61,1,8,314508.3261,1,0,1,0,0,0,0
6943,1632.41,3.428773838,3,919.8,26.81,5.78,53.75,19.39,92.41,0.59,7.55,7.22,5.65,2,28,617016.0903,1,0,0,0,0,1,0
6698,763.68,2.629109497,3,769.51,25.94,7.3,2.8,10.0,90.33,1.57,3.76,2.8,5.6,1,5,359935.2467,1,1,0,0,1,0,0
4707,1300.81,3.175703887,4,1173.01,3.26,9.01,121.61,23.36,90.91,1.75,5.51,10.0,10.0,1,13,773671.1855,1,0,0,0,0,0,1
5867,949.38,1.974875512,4,908.91,13.59,10.0,2.19,27.09,99.9,0.91,2.42,0.93,4.28,1,8,387140.7155,1,0,0,1,0,0,0
2335,596.69,1.0,2,510.99,31.65,5.54,21.49,2.21,99.9,0.82,1.77,9.02,7.14,1,19,75602.11323,0,0,0,0,1,0,0
3820,1377.9,3.615851772,5,758.06,43.93,7.98,12.29,2.26,88.53,0.84,6.9,6.93,9.13,2,26,614291.1487,1,0,0,1,0,0,0
956,550.0,3.110355645,1,420.08,32.44,5.28,45.3,35.21,91.57,2.07,3.66,7.67,7.06,1,10,74483.78523,0,0,0,0,0,0,0
5728,1415.76,2.421315332,4,880.55,7.43,8.79,117.42,15.96,96.15,1.1,5.36,6.17,7.57,1,12,492428.1794,1,0,0,0,1,0,1
1887,1954.21,1.0,2,25.96,54.84,4.59,32.93,1.07,88.23,1.51,6.45,10.0,6.27,2,19,264237.169,0,0,1,0,0,0,0
6991,1430.63,2.618933722,2,567.16,33.96,8.05,56.67,6.8,85.4,0.6,5.41,7.73,5.53,1,2,441982.9801,0,1,0,0,0,0,0
3717,1115.24,5.154720781,2,852.38,20.23,7.93,29.12,16.19,99.25,1.24,9.01,6.06,4.44,1,11,366826.1634,1,0,0,0,0,1,1
4027,1223.21,2.300069676,2,318.94,40.7,3.57,61.26,26.64,85.16,1.76,5.79,8.4,2.19,1,12,358465.3818,1,0,0,0,0,1,1
1182,1115.74,1.978215257,2,363.84,26.52,8.96,52.99,39.91,92.9,1.68,6.27,3.33,7.04,1,14,270928.2453,1,0,0,0,0,0,0
6982,981.54,2.894196277,2,604.13,11.37,6.1,62.37,13.38,95.62,1.15,4.96,4.68,4.95,1,12,294165.5806,1,0,0,0,1,0,0
5004,1375.85,1.458095606,4,586.85,25.38,8.25,60.77,2.98,92.71,1.53,5.43,10.0,8.96,2,16,665018.5383,1,0,0,0,1,0,0
4602,1476.57,3.472248659,3,711.54,48.08,9.32,55.25,4.13,91.8,2.91,7.57,8.32,8.31,1,21,516560.841,1,0,0,0,1,0,0
4452,1064.35,1.0,3,176.48,1.84,5.97,116.26,12.47,96.19,2.04,5.86,10.0,8.67,2,6,252051.5679,1,0,0,1,0,0,1
1423,1501.64,2.3343757,3,357.38,3.03,6.25,26.09,3.62,86.19,2.53,4.61,4.07,5.72,1,9,163324.8926,0,0,0,1,0,0,1
6970,1031.45,2.830530132,5,355.85,25.33,6.85,44.06,11.57,95.96,2.28,3.46,10.0,9.02,1,26,629918.6479,1,0,0,1,0,0,0
2400,1413.38,1.758432466,3,380.84,36.26,7.84,39.59,20.49,95.51,1.44,1.45,5.56,6.18,1,28,230580.4248,0,0,0,0,0,1,0
2892,1273.14,1.330867053,3,1115.4,3.1,8.75,12.27,22.07,93.45,1.85,2.29,8.11,5.52,1,11,309291.6366,0,0,1,0,0,0,0
5250,1224.48,1.77555475,3,675.1,18.18,6.59,34.3,24.85,87.14,1.83,6.36,7.93,7.78,1,8,428746.7501,1,0,0,1,0,0,0
3596,550.0,1.006560214,2,592.31,58.94,6.09,74.28,46.55,90.79,1.8,1.29,5.4,7.47,2,24,290300.5712,1,0,0,0,0,1,0
1722,601.72,1.0,4,651.21,47.53,7.86,133.43,9.04,89.64,1.99,6.75,4.79,5.15,1,19,81994.96269,0,0,0,0,0,1,0
1667,550.0,2.514087024,3,322.77,29.04,6.68,30.58,29.27,97.48,2.61,7.36,4.97,7.22,1,25,165592.7666,0,0,0,0,0,1,0
2884,1106.95,1.0,2,593.5,10.43,7.17,12.23,18.26,86.96,0.72,3.77,4.9,4.93,2,15,73256.756,0,0,1,0,0,0,1
2994,896.07,1.608449681,2,221.12,43.53,4.12,67.63,0.67,86.82,2.4,0.13,0.49,4.14,1,23,100840.0405,1,1,0,1,0,0,1
4763,855.57,2.251610513,4,628.18,20.32,6.84,90.0,15.39,99.9,1.48,5.24,3.31,5.77,1,22,253822.4023,1,1,0,0,1,0,0
886,1030.2,1.48093448,2,820.95,40.06,6.35,39.24,18.71,92.13,1.62,2.55,3.74,3.92,1,23,136861.488,0,0,0,0,1,0,0
4056,995.76,1.666930259,2,132.59,48.1,6.58,33.69,1.58,99.9,1.61,9.01,6.08,6.37,1,13,306216.8371,1,0,0,1,0,0,1
5380,1707.24,2.900260221,2,1155.6,70.95,5.01,33.05,15.48,94.21,2.36,6.25,10.0,3.86,1,16,403851.4877,1,0,0,0,1,0,1
6693,852.81,2.903880319,4,336.31,19.94,7.9,4.34,3.43,91.61,1.19,3.22,8.79,4.67,2,13,547112.6217,0,1,0,0,0,1,1
333,1019.29,2.759608856,1,213.36,46.16,5.72,44.75,44.77,96.64,1.26,5.16,10.0,7.66,2,19,59072.23737,0,0,0,0,1,0,0
153,911.59,1.495811696,2,289.95,15.46,5.42,69.3,2.57,85.69,1.17,3.4,8.86,9.11,2,28,193927.5632,0,0,0,0,1,0,0
5516,1038.3,2.141006919,4,1066.03,75.45,6.93,133.01,6.54,96.24,1.43,3.69,7.56,4.96,1,8,578832.7929,1,0,0,0,0,1,1
5936,897.6,1.729908192,4,567.27,57.64,6.38,30.06,18.81,87.93,1.63,2.96,7.25,8.1,2,49,386701.8022,1,0,0,0,0,0,0
721,1966.16,1.135847742,1,372.11,59.57,4.56,3.39,14.23,90.48,1.85,2.8,9.74,5.56,1,25,325761.3146,0,0,0,0,1,0,1
373,1498.97,2.412689931,3,654.91,33.71,8.2,41.69,38.04,99.9,1.62,4.47,6.77,7.55,1,26,402786.3073,1,0,0,1,0,0,0
312,579.44,1.1366348,2,511.53,43.53,7.57,46.21,8.27,90.16,1.52,3.62,7.11,5.3,1,14,42451.65761,0,0,0,0,1,0,0
1849,800.65,1.220462418,2,924.14,28.2,5.8,75.68,26.9,90.85,2.16,3.23,7.01,5.76,1,12,221897.7729,0,0,1,0,0,0,0
1622,1377.31,3.368342766,3,505.29,3.31,6.94,36.77,3.27,96.75,2.01,6.04,10.0,9.26,1,16,639221.7557,0,0,0,0,0,0,1
42,666.73,2.367301824,2,658.54,30.58,4.24,28.32,21.11,92.79,2.02,4.35,9.26,8.65,1,13,128237.968,0,0,0,0,1,0,1
2693,550.0,1.0,3,76.17,39.31,4.99,94.45,30.63,89.95,1.99,2.47,0.85,2.06,2,46,19588.73288,0,1,0,0,1,0,0
5067,2122.41,3.772172218,3,68.76,27.2,8.84,15.19,20.23,88.68,1.16,7.15,6.91,7.96,1,10,563649.7637,1,0,1,0,0,0,0
6967,1647.02,3.100505575,3,416.46,9.74,8.07,8.19,13.21,97.08,1.09,7.8,10.0,9.54,1,16,447897.5216,1,1,0,1,0,0,0
4618,1408.84,2.462349474,3,451.37,4.96,10.0,15.97,10.1,91.61,1.03,7.77,6.32,8.77,1,11,674243.2779,1,0,0,0,1,0,0
417,1002.88,1.215142348,2,1017.57,22.95,4.06,90.51,9.42,94.26,1.51,4.45,0.09,4.76,1,10,64456.56828,0,1,0,0,0,0,0
4858,1150.13,2.590377394,2,112.35,5.1,4.45,56.49,9.46,99.9,1.3,3.32,0.34,4.98,1,15,285602.9024,1,0,0,0,1,0,1
4753,1418.41,1.892099638,3,883.36,35.01,4.56,35.32,20.71,91.19,1.28,0.38,0.97,5.9,1,17,302318.3693,1,1,0,0,0,0,0
6860,836.16,3.550545734,3,122.89,64.91,7.45,8.51,7.59,99.9,1.3,7.22,2.89,4.52,1,16,264033.6986,1,0,1,0,0,0,0
6523,1231.79,5.464450369,3,450.69,15.71,10.0,4.62,3.15,97.27,1.73,6.53,10.0,7.33,1,20,533195.0276,1,1,0,0,1,0,1
704,550.0,1.0,1,883.35,60.5,5.02,98.99,52.38,87.37,1.43,0.07,4.29,7.76,2,38,520892.677,0,0,0,0,0,1,0
732,550.0,1.0,4,434.72,25.87,10.0,14.09,6.6,95.8,0.87,0.11,1.73,6.32,1,16,156523.696,0,0,0,0,1,0,0
6684,1479.39,1.875358961,5,538.78,3.77,8.39,44.26,2.68,98.47,1.92,7.09,8.19,6.88,1,13,487644.0243,0,0,0,1,0,0,0
944,1013.51,1.771119733,2,689.68,39.51,8.33,64.82,4.92,98.09,1.91,6.97,8.29,6.32,1,21,144328.0069,0,0,0,0,0,1,0
6312,868.5,2.819497158,4,93.81,51.03,7.86,52.24,25.13,91.61,1.94,5.85,7.68,6.85,1,18,543892.3318,1,0,0,0,0,0,1
6766,1257.46,2.374892286,4,947.12,47.68,6.44,17.86,10.54,95.14,1.15,8.4,6.5,6.14,1,7,648597.1414,1,0,0,1,0,0,0
3614,1138.02,1.625274646,3,624.6,28.96,6.12,70.5,12.2,90.6,1.33,4.12,10.0,8.22,1,7,419672.9771,1,1,0,0,1,0,0
6504,1054.97,1.624368767,3,256.4,23.56,6.89,12.75,23.54,92.9,2.14,6.83,4.07,5.76,2,53,314299.657,1,0,0,0,1,0,1
1806,1811.78,1.190795811,4,491.15,3.73,8.05,56.01,6.37,96.72,1.27,5.88,10.0,7.75,1,14,264211.6154,0,0,0,0,0,0,0
1018,550.0,2.14279479,4,948.0,16.52,9.84,59.07,26.55,99.9,0.89,6.06,9.1,7.3,1,27,299958.1156,0,0,1,0,0,0,0
5565,707.34,3.362907716,3,571.86,14.33,7.7,34.98,8.32,97.18,2.05,8.84,9.46,6.94,1,18,253981.398,1,1,0,0,0,0,1
907,713.4,1.975715824,3,560.47,12.85,4.96,51.37,0.31,99.9,1.17,5.23,5.53,4.33,1,12,176048.9069,0,0,0,1,0,0,0
1693,673.11,2.882272998,2,812.29,67.46,5.66,41.15,34.15,97.71,1.92,4.3,5.89,4.94,1,18,124167.1582,0,0,0,1,0,0,1
2791,550.0,1.025898476,3,187.18,31.03,2.89,5.15,20.36,99.9,1.3,4.57,5.56,5.98,2,31,139408.7295,0,1,1,0,0,0,0
4368,1170.65,1.3965499,4,284.49,20.75,7.24,51.77,13.14,90.62,0.88,5.89,5.97,6.25,1,17,345478.1975,1,0,0,1,0,0,1
5589,1015.91,2.523218788,2,158.02,53.96,5.57,47.25,13.39,94.24,2.04,5.02,1.3,4.12,1,27,200088.7321,1,1,0,0,0,0,0
519,937.88,2.907845566,3,491.91,17.61,7.54,10.5,1.57,94.62,0.18,6.64,10.0,7.37,2,34,681644.3535,0,1,1,0,0,0,0
814,550.0,1.138436229,3,687.41,30.2,4.66,29.25,29.36,90.49,1.79,2.08,7.48,6.71,1,15,86752.74501,0,0,0,0,1,0,0
818,650.59,2.539241979,1,889.26,44.25,5.99,5.2,0.86,93.89,0.65,3.01,5.3,5.76,1,12,4531.988606,0,1,0,0,0,0,1
3449,550.0,1.710174055,2,423.64,61.21,5.29,10.81,1.85,90.66,2.0,4.62,5.98,6.9,1,16,92819.1076,0,1,0,0,0,0,1
4830,1750.73,2.462969996,3,682.49,26.27,8.9,48.23,4.87,93.35,0.93,5.69,9.57,8.54,1,11,507162.5153,1,0,0,0,0,0,1
1522,1672.39,1.0,2,92.0,20.61,5.58,15.96,3.83,89.6,1.25,5.15,10.0,8.15,1,13,241890.0597,0,0,0,0,0,0,0
1638,961.1,1.0,2,296.34,31.93,6.66,72.6,34.04,96.4,1.64,4.09,7.76,5.49,1,20,45286.14571,0,0,0,0,0,0,0
6891,1954.7,1.660421411,3,456.4,14.96,10.0,111.8,29.96,96.8,1.42,5.84,7.39,6.05,1,22,561957.3974,1,0,1,0,0,0,0
3557,1458.01,2.12322477,3,360.62,42.61,10.0,94.43,3.71,99.9,1.83,6.59,10.0,8.55,1,9,379079.4811,1,0,0,0,0,1,0
6587,1201.45,1.195238268,3,859.44,39.48,6.16,89.86,24.27,92.87,1.23,7.64,5.67,6.22,1,15,283349.4182,1,0,0,0,1,0,1
1700,591.05,1.903719894,1,609.33,24.52,5.58,58.93,34.44,98.53,1.26,4.86,5.07,7.08,1,20,73689.14401,0,1,0,0,0,1,1
3526,1044.97,3.086329592,5,672.27,15.47,8.11,52.31,15.42,99.9,1.41,6.45,6.25,6.33,1,9,755423.1728,1,0,0,1,0,0,0
5217,808.5,1.911503205,3,130.41,30.98,7.27,63.87,19.49,92.23,2.28,8.12,5.17,6.05,2,38,270284.0126,1,1,0,0,1,0,0
3734,1920.34,1.151180693,3,972.2,35.77,10.0,21.24,15.79,98.4,1.77,6.96,5.57,6.99,1,20,381845.5453,1,0,0,0,1,0,1
6272,1528.82,3.373255555,3,624.83,1.12,7.37,26.67,0.14,89.93,1.85,6.71,10.0,8.96,1,-2,350382.3354,1,1,1,0,0,0,1
6010,1046.87,1.36184282,3,296.7,16.2,5.49,40.57,25.08,83.23,1.29,4.24,9.23,8.22,2,16,162463.8362,1,0,0,0,0,0,1
3046,550.0,1.0,3,15.38,70.51,4.67,110.45,28.26,85.81,1.39,2.45,8.79,2.36,1,16,88151.93254,0,1,0,0,1,0,0
1883,748.2,1.0,2,662.73,50.88,6.04,44.64,34.45,90.49,1.86,4.53,9.63,6.43,1,15,60679.20686,0,1,0,0,0,0,0
2592,876.96,2.078238801,2,340.06,31.79,3.98,44.25,12.47,86.3,2.1,4.44,8.07,6.28,1,4,79547.80752,1,0,0,0,0,0,0
379,857.34,1.0,2,346.52,32.1,5.15,46.16,8.91,86.46,1.12,5.08,6.56,5.02,1,17,41154.61448,0,1,0,0,0,1,0
3775,1937.42,1.458648745,2,569.13,28.92,7.22,40.53,10.55,89.85,1.45,7.26,4.76,6.44,2,29,261793.2825,1,0,1,0,0,0,0
4003,1399.45,1.357921117,3,951.7,33.02,7.15,50.91,7.19,89.61,1.84,3.92,5.43,6.61,1,14,357411.7218,1,0,0,0,0,0,0
2251,724.62,2.944334063,3,864.6,57.98,6.32,34.53,14.92,94.17,1.26,7.25,8.2,8.87,2,18,330812.6765,0,1,0,0,1,0,0
4439,1086.8,1.418783393,4,22.8,37.82,9.72,21.41,9.79,88.0,1.94,7.09,2.86,6.58,1,18,296534.3624,1,1,0,1,0,0,1
2148,1815.46,1.0,2,771.53,19.91,5.11,27.17,29.64,89.83,1.54,4.14,6.37,7.72,1,16,147110.1748,0,0,1,0,0,0,0
3726,864.89,1.482028653,4,161.5,52.18,8.15,70.94,30.05,97.78,2.28,2.75,5.38,5.76,2,15,175069.4507,1,0,0,0,0,1,0
2144,550.0,2.081040197,3,496.33,48.02,1.45,23.96,17.13,91.69,1.19,1.38,0.84,2.69,1,13,31862.95084,0,0,0,0,0,0,1
2566,643.21,2.01084026,1,274.11,41.99,5.83,34.4,27.8,79.37,2.07,4.58,6.07,7.58,1,11,27220.49901,1,1,0,0,0,0,0
6038,1269.2,2.816446995,5,109.88,30.19,5.95,2.35,8.85,96.06,0.4,7.13,10.0,7.0,1,10,567338.7703,1,0,0,0,0,0,1
1803,911.36,1.62837391,3,916.49,41.82,5.93,40.53,26.32,96.68,1.41,6.2,2.04,4.12,1,13,122854.3205,0,1,0,0,1,0,0
6789,786.27,2.973649224,3,669.72,17.43,7.39,30.71,26.77,90.74,1.56,3.12,7.79,6.56,1,7,362019.1259,1,0,0,0,0,0,0
5357,1324.19,2.356585355,4,912.02,16.72,8.52,77.4,2.66,97.41,2.72,5.55,3.91,5.31,1,15,325920.1186,0,1,1,0,0,0,0
3621,1016.49,1.715963464,3,499.0,17.68,8.6,68.21,16.87,95.96,1.13,6.99,10.0,10.0,1,15,379226.5125,1,0,0,0,0,0,0
6108,2022.66,1.674689401,5,187.89,41.81,8.8,25.16,10.47,92.21,1.7,8.39,5.92,6.36,1,1,671183.5428,1,1,1,0,0,0,1
5520,1586.68,3.034837206,4,85.87,0.37,8.4,65.97,4.49,92.07,1.11,6.61,8.04,5.52,1,12,413312.3505,1,0,1,0,0,0,1
3967,931.87,2.700222152,3,451.27,32.4,5.35,92.11,39.11,94.47,1.87,3.96,0.91,1.77,1,20,193063.6048,1,0,0,0,0,1,0
1594,781.03,2.104892945,2,311.18,31.48,8.14,124.24,6.38,88.7,2.46,6.39,9.28,6.05,1,9,128072.156,0,0,0,0,1,0,1
4328,1042.11,1.182183299,4,378.48,53.36,6.44,36.26,15.08,94.14,1.73,7.17,6.55,6.42,1,15,265844.5453,1,0,0,1,0,0,1
4890,1025.38,2.402277253,5,624.94,19.95,6.68,26.39,3.32,99.52,1.17,8.46,4.28,4.19,1,23,672945.6715,1,0,1,0,0,0,0
1706,984.42,1.0,4,418.85,37.17,7.93,32.14,26.94,84.25,2.33,3.87,4.69,7.42,1,18,86042.28003,0,0,1,0,0,0,1
6884,1393.96,3.552416502,4,380.47,2.57,8.94,96.03,10.93,87.79,0.9,2.72,4.54,4.31,1,23,489161.6802,1,1,0,0,0,0,0
3790,635.71,1.087785706,5,212.83,44.46,8.52,109.18,36.72,90.99,1.42,7.42,6.96,4.81,1,19,352090.5992,1,0,0,1,0,0,0
1820,717.52,1.0,3,706.84,3.49,0.26,30.85,6.98,84.54,2.15,1.9,5.78,3.85,1,16,169868.8019,0,0,0,0,0,0,0
2562,700.48,2.016688421,3,293.74,50.52,6.91,62.41,36.51,82.4,1.65,4.29,6.17,7.36,1,14,213212.6029,0,0,0,0,1,0,0
6501,812.78,1.901236088,4,367.24,89.38,8.53,69.96,15.68,95.08,1.6,5.86,1.89,7.56,1,8,292882.8997,1,1,1,0,0,0,0
2559,1287.85,1.158955673,1,587.45,18.23,5.98,3.49,18.77,87.73,2.33,2.51,1.95,2.87,1,7,137189.5439,0,0,0,1,0,0,1
4208,1226.96,2.969787014,4,531.09,14.93,7.7,62.42,36.45,91.28,2.07,7.96,9.67,10.0,1,13,591243.0487,1,0,0,0,0,0,1
5095,550.0,3.266299064,4,400.1,6.52,9.56,27.84,2.72,97.01,1.29,3.69,9.99,7.91,2,41,291063.2108,1,0,0,0,0,0,0
6361,1501.99,2.437269814,3,386.3,38.35,8.15,22.83,29.55,89.41,1.76,7.37,7.29,3.07,1,12,394075.0448,1,1,0,0,1,0,1
1582,942.63,1.286907664,3,166.58,32.47,9.31,28.16,7.47,90.82,1.38,5.08,10.0,9.19,1,14,156247.5541,0,1,0,0,1,0,0
2547,1151.06,1.267256694,3,702.13,44.28,10.0,56.91,2.66,87.92,1.48,5.49,4.25,5.7,1,6,212238.0074,0,1,0,0,0,0,0
319,550.0,1.455695646,5,734.97,42.68,7.21,39.9,11.18,91.14,2.0,4.53,5.76,6.04,1,16,182313.1519,0,1,0,0,1,0,0
4321,1476.34,1.886961381,4,229.58,8.67,9.93,85.14,19.47,97.3,1.78,7.68,5.73,7.93,1,13,510224.7979,1,1,0,0,1,0,0
5138,1147.62,1.0,4,657.62,3.02,8.86,60.9,16.88,97.23,1.55,5.85,6.35,7.73,1,11,256673.1538,1,0,0,0,0,1,0
5288,1136.32,1.375598264,4,379.05,46.79,10.0,26.16,9.91,99.5,1.44,4.46,6.75,9.17,1,12,392510.6525,1,0,0,0,0,1,0
3364,550.0,1.797965159,2,1036.21,13.65,5.89,44.44,18.11,89.43,0.69,4.01,1.65,4.02,1,9,34992.28608,0,1,0,0,0,0,0
5545,1152.37,2.315436854,4,1063.58,65.44,10.0,55.33,14.56,92.53,0.7,5.04,1.59,5.04,1,10,386572.5133,1,1,0,0,0,1,0
6541,781.01,1.0,4,888.84,32.52,6.16,7.17,41.59,83.83,0.82,4.69,9.66,7.61,1,11,341545.9195,1,0,0,0,1,0,1
1763,550.0,1.982703247,5,626.78,13.12,6.38,29.23,3.56,99.9,2.08,5.32,6.43,7.31,1,12,166754.3776,0,0,0,0,0,0,1
5762,1289.15,1.0,3,381.0,13.69,7.64,50.84,37.08,89.59,1.37,3.25,6.48,4.41,1,13,251688.49,1,0,0,0,1,0,0
6472,1318.75,1.0,5,429.97,27.45,9.69,21.49,9.87,93.81,1.32,3.06,6.29,6.18,1,13,381018.5214,1,0,0,0,0,0,0
2843,1289.64,2.711050529,1,119.59,14.19,5.88,19.5,28.15,92.26,0.84,2.52,0.8,1.69,1,21,266816.8582,0,1,1,0,0,0,0
4944,985.05,2.476443205,3,724.3,59.09,5.53,40.17,16.39,95.04,1.52,5.93,6.43,8.43,1,17,345055.5344,1,0,0,1,0,0,1
4717,842.83,1.752909078,5,470.72,3.32,8.0,20.9,17.48,96.68,0.8,5.4,6.56,6.19,1,16,472427.3284,1,0,0,0,1,0,0
6616,1438.94,1.708344045,4,298.56,37.04,9.5,56.77,11.2,94.71,1.14,5.88,6.48,6.43,1,23,239453.7986,1,0,0,1,0,0,0
2141,550.0,1.168319708,3,180.83,4.97,6.72,120.07,39.4,99.9,2.26,3.63,3.03,4.02,1,14,125611.6899,0,0,0,0,0,0,0
213,638.03,1.0,3,795.57,33.65,8.44,43.74,31.42,94.1,1.91,3.28,4.85,6.63,1,7,121966.0905,0,0,0,0,1,0,1
4866,1653.32,1.949173314,3,294.97,52.73,7.55,61.87,22.17,90.55,1.47,5.2,6.84,5.05,1,11,329628.8688,1,0,0,1,0,0,0
4433,2063.7,2.505643193,3,686.76,81.49,3.7,83.97,46.16,89.97,2.18,5.46,3.83,6.5,1,14,529380.1624,1,0,0,0,1,0,1
3497,550.0,1.0,2,241.35,49.3,5.02,15.19,19.95,94.4,2.4,1.96,7.79,2.75,1,19,143237.4199,0,0,0,0,1,0,0
803,661.47,1.576468113,2,583.96,2.68,8.04,13.6,13.29,90.67,1.07,3.37,1.89,3.68,1,0,8206.973084,0,0,0,0,0,1,0
6356,550.0,2.029228483,4,15.53,7.47,10.0,4.25,2.44,98.4,1.55,4.07,1.81,5.14,1,16,350613.9826,1,0,0,1,0,0,0
5278,1732.87,2.089676032,3,397.48,58.97,8.36,5.7,18.48,89.32,1.43,5.06,7.36,8.57,1,21,403433.893,1,0,0,0,0,0,0
5264,1597.54,2.996134084,3,690.35,37.72,10.0,19.33,12.2,88.55,1.87,7.41,6.26,7.55,1,18,508475.4492,1,1,0,0,0,0,0
4132,1187.73,2.251833592,3,162.59,20.07,7.09,44.67,11.56,95.22,1.89,4.15,8.77,3.64,2,26,481830.6955,1,1,0,0,0,0,1
105,550.0,1.977486138,3,111.94,12.29,3.95,120.76,2.74,91.45,1.88,6.2,6.56,5.93,1,9,110438.1777,0,0,0,0,0,1,1
4458,1026.67,2.537077068,4,273.07,53.39,5.62,2.55,26.14,95.46,1.51,5.9,3.64,5.56,1,31,344233.8279,1,0,0,0,0,0,0
4946,645.31,3.831097406,4,554.56,39.0,8.88,26.36,5.85,90.34,1.34,6.64,9.56,7.84,1,6,429435.9439,1,0,0,0,1,0,0
5836,1965.15,3.961874875,3,860.28,33.12,7.39,5.7,8.05,98.68,1.42,4.33,5.65,7.29,1,12,684518.1409,1,0,1,0,0,0,0
3805,1199.68,1.332144296,3,409.66,22.86,6.07,19.19,29.88,94.42,1.42,6.24,2.9,6.86,1,7,332201.6037,1,0,0,0,0,0,1
2806,561.99,1.0,3,599.31,16.54,5.46,14.64,35.88,92.88,2.51,3.57,4.01,7.1,1,16,27083.35982,0,0,0,0,1,0,1
6509,550.0,3.832878952,3,788.48,29.26,7.55,15.13,10.3,93.66,1.28,5.73,10.0,9.06,1,16,208118.5017,1,0,0,0,0,0,0
4952,1765.4,1.93449809,3,253.74,40.56,7.43,49.43,17.42,99.9,2.33,7.0,3.62,5.78,1,5,380183.9376,1,1,0,1,0,0,1
1465,647.33,1.899080978,1,540.53,41.62,6.93,109.19,11.28,99.9,1.27,3.73,6.93,7.81,1,23,35560.89313,0,1,0,0,0,0,1
2953,751.34,2.64550449,2,855.09,26.32,7.6,55.86,49.43,98.3,1.94,3.84,4.86,6.02,1,22,47578.24247,0,0,0,0,1,0,0
565,550.0,2.050539576,1,77.07,49.79,5.65,11.38,35.77,91.78,1.84,2.29,1.05,0.32,1,14,168531.2204,0,0,0,0,0,1,1
6979,1055.58,2.438118551,3,276.43,49.74,7.96,53.76,32.61,90.52,1.64,7.69,5.88,4.6,1,21,420323.0578,1,0,1,0,0,0,1
4345,1406.82,1.100280242,2,409.31,22.98,7.64,53.6,28.52,94.09,1.15,8.24,10.0,8.99,1,14,214125.9751,1,0,1,0,0,0,0
2524,550.0,1.286366276,3,583.93,21.92,7.02,13.82,38.31,93.73,1.96,3.67,4.54,6.47,1,15,17921.09764,0,0,1,0,0,0,0
1474,777.03,1.0,2,434.55,19.61,6.98,48.98,29.88,95.83,2.21,5.04,9.15,4.17,1,15,105251.4034,0,0,1,0,0,0,0
3236,1244.67,1.0,3,439.03,47.68,4.96,159.26,3.92,96.5,2.25,3.56,4.97,6.82,2,18,202977.2281,0,0,1,0,0,0,1
2829,550.0,2.35447971,3,329.86,66.59,4.53,70.71,24.27,91.93,1.43,2.7,10.0,5.94,2,6,53893.46257,0,0,1,0,0,0,0
2502,555.88,1.647742737,3,655.24,19.56,8.67,53.66,2.37,91.44,1.39,5.99,7.29,3.65,1,18,125344.274,1,1,0,0,0,0,0
317,962.42,1.0,3,318.97,22.09,6.91,18.1,11.18,99.25,1.79,6.92,0.93,3.54,1,13,121704.3417,0,1,0,0,0,0,0
1200,550.0,3.309925037,2,155.03,49.64,5.75,40.49,0.43,99.12,0.88,3.0,7.14,3.4,1,11,40190.02368,0,0,0,0,0,1,0
5203,758.96,1.0,3,241.79,11.55,7.46,71.17,15.55,90.36,1.26,5.6,5.4,5.16,1,24,291749.467,1,0,0,0,1,0,1
2278,550.0,2.195009864,2,827.99,37.23,7.79,53.68,14.52,92.54,0.85,5.55,3.79,8.26,1,12,16312.46198,0,1,0,1,0,0,1
652,550.0,2.304389506,3,421.49,25.07,6.46,67.29,20.29,92.0,1.14,5.77,5.33,7.24,1,10,61972.57472,0,0,0,1,0,0,0
70,1487.28,1.0,3,160.18,15.28,7.12,64.99,9.46,95.94,1.49,6.06,8.25,5.63,2,28,221990.5057,1,0,0,0,0,1,0
5763,1465.01,1.142443098,4,779.62,37.95,6.86,82.81,41.14,90.37,0.94,5.26,8.19,3.55,1,17,503354.5742,1,0,0,1,0,0,0
2658,993.75,1.188211794,3,608.05,46.55,8.66,43.96,12.34,99.9,1.93,6.88,5.32,7.64,1,13,78268.39881,0,0,1,0,0,0,0
1174,550.0,1.949993021,2,69.63,46.8,5.78,20.23,12.4,90.6,1.71,3.63,4.5,2.59,1,15,99675.14231,0,0,0,1,0,0,1
1088,757.98,1.0,3,76.09,17.33,4.49,41.07,0.54,98.61,1.24,4.13,7.93,7.65,1,12,44343.08038,0,0,0,0,1,0,0
